x,y,label
-0.0,0.0,0
0.0002712938744168317,0.002491539125330622,0
0.0005939871302191684,0.004977213036080684,0
0.0028363495617507923,0.006963291562020111,0
0.0018825251162077898,0.009846724351602255,0
0.001987130584455803,0.012372772588391605,0
0.005188402369118742,0.014114167127843589,0
0.009827403157619784,0.014533036797783321,0
0.009475279142751173,0.01766993520772797,0
-0.0034965224033805973,0.022283740821728227,0
0.00019872948076670032,0.025061868735758948,0
-0.006840019327192044,0.026706920689306617,0
-0.0020328867091415587,0.030006404367303084,0
0.0033179061252323933,0.03241207521671807,0
0.006418132277289912,0.03449573341188279,0
0.012464837468712808,0.03546738688192552,0
0.006283768072099707,0.03960485272197715,0
0.008528471426671867,0.04174422601458088,0
0.004270990857735675,0.044910151778883314,0
0.01671383628582913,0.044589476031409316,0
0.012643963525058552,0.04850440411052113,0
0.013149082441992558,0.050962581698995174,0
0.022127585505542575,0.050502988704630145,0
0.026207312694794673,0.051342187436776335,0
0.026195027918013175,0.0541469134677107,0
0.013026891247447896,0.06128747703667141,0
0.012387053968745183,0.06397472452160753,0
0.03401150109015404,0.05850072443090038,0
0.021673583322697598,0.06674464748700075,0
-0.0019668424712464714,0.07265508698588231,0
0.026496871031749022,0.07036438479046979,0
0.028072495426830425,0.07244535350362599,0
-0.0053754847253570425,0.08002015099474141,0
-0.008944268793226684,0.08222170850612374,0
0.03464782454014571,0.07785107048951322,0
0.01057282847057661,0.08707979434308942,0
0.022070542880407294,0.08748453303185022,0
0.02706822218859493,0.08869331183171679,0
0.061013151464445414,0.07312790256090448,0
0.02841239299175275,0.09352377244675601,0
0.02539550212522777,0.09698070219773908,0
0.05867014998340993,0.0843610834556461,0
0.01515250899694592,0.10416685596229623,0
0.07922765858894783,0.07305632600076545,0
0.046544671815642036,0.09997160176367371,0
0.06591541914686624,0.09151462651879985,0
0.04621883619800051,0.10561814701274433,0
-0.0007904367784715319,0.11779183415025851,0
0.06713630344427217,0.09982478481148642,0
0.05326392964134257,0.11065494727837503,0
0.06675631424052134,0.1060519375466295,0
0.07092031360614902,0.10633976768779024,0
0.04858099319468974,0.12093264668722925,0
0.08656951664261191,0.10074760701206226,0
0.06006267648985108,0.12128043021962887,0
0.10031264699819852,0.09454369243765909,0
0.08762180930098032,0.10963935089037274,0
0.06532874583465743,0.1270445521578035,0
0.07270055037978415,0.12587752186712195,0
0.08473565168803246,0.12118296033980858,0
0.033713857268694025,0.14654794134932048,0
0.12885378568879607,0.08227800846170766,0
0.08633062239597444,0.1291998475685737,0
0.10728711002351579,0.11584569023161667,0
0.10863804524827927,0.11800956202633694,0
0.03762469720591266,0.158502871213472,0
0.12803483492290457,0.10473164861640658,0
0.06353220213819438,0.1554371845961286,0
0.12277850123407798,0.11819679911751005,0
0.10984837810836892,0.1335624381038441,0
0.09805514690330869,0.1454781402980616,0
0.07919477727904278,0.15935043526524492,0
0.10079893738698861,0.14967359069989972,0
0.1153187968168799,0.14203866702789064,0
0.13352050436927085,0.12872079776591155,0
0.17797672998600125,0.06047293789233529,0
0.1523082824697239,0.1143825433772339,0
0.1410563043477801,0.13170173644150968,0
0.16148091733161996,0.11018055041839335,0
0.09907210962286474,0.17142558781463904,0
0.16926290013546164,0.10747475585256637,0
0.15583453279506437,0.13010630682889765,0
0.1798299998347751,0.09948410306662055,0
0.12255851204907013,0.16808257607038207,0
0.14312202423099524,0.15439370395165603,0
0.17805738644941702,0.11695489682609361,0
0.1390723322916018,0.16466900439318344,0
0.11743489930349592,0.1837191215787654,0
0.1821050712953408,0.12442127447908741,0
0.21756589472580767,0.04919140217746573,0
0.20288588910169575,0.09857176774383397,0
0.15049625999731328,0.17136767679878623,0
0.10560952936690003,0.20496858905333518,0
0.18443726683635348,0.14251471080463413,0
0.22809988449470553,0.058928826771225316,0
0.12057334188439342,0.20530808953973853,0
0.18159633218048118,0.15783490029103253,0
0.19287766162555153,0.14798511817056983,0
0.18998307155328262,0.15566851561973505,0
0.2421513797845094,0.05409614509058401,0
0.2237664242715725,0.11288163341398087,0
0.19814571533118175,0.15752620789201163,0
0.23508157694450085,0.10043903860968412,0
0.24918770998472142,0.06741300944096695,0
0.2463543488604647,0.08513992327797398,0
0.25035755419715783,0.08107510480254736,0
0.2603162628028882,0.05303668015540948,0
0.2241831494315604,0.1471641699834496,0
0.21063931222700713,0.16999103385197856,0
0.2668800581910673,0.058343489355561065,0
0.2543347927092511,0.10638778561315079,0
0.22857693620371156,0.15857274097677707,0
0.2702618411537689,0.07584202088244722,0
0.2719589232413021,0.07902611397597456,0
0.26911129594135325,0.09597793214062209,0
0.23261711800160167,0.17017744459688072,0
0.23282585635540923,0.17410974343814176,0
0.2746284203227052,0.10278556097414254,0
0.29103800854500694,0.05252275465945371,0
0.2881358448211517,0.07699468306557082,0
0.24519131911625006,0.17416345820138113,0
0.2760418065455901,0.12556442078989258,0
0.30565176772419705,0.008298911862985413,0
0.27426069054999347,0.1407546934457868,0
0.29094030411378125,0.10925221893516157,0
0.2509945939329541,0.18747821805149917,0
0.3157772533517702,-0.002778120832978663,0
0.28517716045305846,0.14137243310934633,0
0.3153491812746744,0.05889669166814669,0
0.32054747557142166,0.04216104591612709,0
0.31956986103389434,0.06348398230878322,0
0.2801510135299319,0.17120151473443965,0
0.3297782140593288,0.026322580314684735,0
0.33154787554797227,0.034454569083612135,0
0.3217478471072999,-0.09626296866716169,0
0.33689690656871846,0.031279361855231884,0
0.32779578118323216,0.09343500728378318,0
0.3332606579900818,0.08265786068382212,0
0.3457118043644997,-0.010281658629392409,0
0.3467482086824936,-0.033585454829302724,0
0.3372887050496242,0.09670126163186991,0
0.2992379154611324,0.18798015532369666,0
0.35528205990865525,0.02078830866288798,0
0.33419401723028613,0.12946831457000824,0
0.3608957705399743,-0.0021635461046389413,0
0.3633820574300573,0.00438562352683786,0
0.3408936194655437,-0.13298560647337881,0
0.36798045944489066,-0.018012592508793793,0
0.3513728298150046,0.1188453193266968,0
0.36134602131400023,0.09424274247748514,0
0.37215380816170884,0.053219485210766276,0
0.3656109078870036,0.09772474717688477,0
0.3802291009688331,-0.023463745006304243,0
0.3721100517460538,0.09259936854287215,0
0.3477984650514085,-0.1673473669339735,0
0.37720613083128274,-0.09287298292378648,0
0.3875678596506553,0.051521991196539905,0
0.31148899336505165,0.24042470021985998,0
0.38563116266038183,-0.08998147940593063,0
0.3954995463695769,-0.04877871046871199,0
0.40023132776785947,0.0248574798505457,0
0.4031453126022718,0.01712267359765155,0
0.40494616866018746,-0.02944165823930429,0
0.4057552153540032,-0.0474590394841699,0
